phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.12165498733520508,0.0,1407.0,OPTIMAL,0.0,normal cplex,b 000100 10,b,10,100,1407.0
